SalePrice,LotArea,YearBuilt,GrLivArea,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,GarageCars,avgAreaIncome,zipCode
225000,7800,1948,2008,3,0,3,8,1,64108,50036
118500,7943,1961,1029,1,0,3,5,1,62302,50016
313000,11050,2000,2153,2,1,3,8,3,97203,50045
148000,10395,1978,1032,2,0,3,6,2,91626,50043
261500,11885,2001,1872,2,1,3,7,2,97203,50045
75500,1491,1972,630,1,0,1,3,0,53958,50010
183200,7861,2002,1509,2,1,3,7,2,92380,50040
105500,7227,1954,832,1,0,2,4,2,76429,50037
305000,12244,2003,2262,2,1,4,10,3,112753,50047
67000,8248,1914,864,1,0,2,5,0,64108,50036
240000,10800,1974,2614,2,1,4,9,2,91626,50043
135000,7064,1977,980,1,0,3,6,2,62302,50016
168500,2117,2000,1512,2,1,2,4,2,104653,50046
165150,10400,1972,1790,1,2,4,8,2,91626,50043
160000,10000,1962,1116,1,1,3,5,2,76429,50037
139900,12342,1960,1422,1,0,3,6,1,76429,50037
153000,9600,1955,1520,1,0,3,7,1,76429,50037
168500,9020,1964,1350,1,1,3,6,2,76429,50037
209500,4590,2006,1554,2,0,2,6,2,138025,50051
139400,9250,1954,1056,1,0,3,6,1,76429,50037
144000,6979,1980,1056,0,0,0,4,2,62452,50014
60000,6120,1936,800,1,0,1,4,0,65080,50015
93000,6000,1954,1387,2,0,3,7,1,62452,50014
85000,8777,1910,796,1,0,2,4,0,64108,50036
274000,12677,2003,1518,1,1,1,6,2,138025,50051
226000,7050,2001,1929,2,1,3,7,2,104653,50046
345000,13860,1972,2704,2,1,4,9,2,76429,50037
152000,10793,1969,1620,2,1,4,7,2,91626,50043
143250,10530,1971,981,1,1,3,5,2,76429,50037
98300,7200,1950,1048,1,0,3,7,2,76429,50037
155000,10452,1953,1094,1,0,3,5,2,64108,50036
155000,7700,1966,1839,1,1,4,7,2,76429,50037
84500,1936,1970,630,1,0,1,3,0,53958,50010
205950,8125,2007,1665,2,1,3,7,2,104653,50046
108000,9084,1940,1510,1,0,4,7,1,64108,50036
191000,8750,1996,1716,2,1,2,7,2,97203,50045
135000,10320,1906,1469,1,0,3,7,1,51360,50017
350000,10437,1995,2113,2,1,2,7,3,150805,50026
145500,10007,1959,1053,1,1,3,5,1,76429,50037
149000,7200,1931,1502,1,1,3,6,1,96432,50044
167000,9937,1964,1486,1,0,3,7,2,64108,50036
197900,12384,1976,1935,2,1,3,7,2,91626,50043
402000,46589,1994,2448,2,1,4,8,3,150805,50026
110000,13560,1968,1392,1,0,2,5,2,76429,50037
137500,10012,1972,1181,2,0,3,6,2,64108,50036
230500,11194,2000,1936,2,1,3,7,2,92380,50040
193500,8125,1994,1679,2,0,3,7,2,92322,50041
168000,14175,1956,1437,1,1,3,6,2,62302,50016
137500,11600,1922,1180,1,0,2,5,1,96432,50044
173500,8633,2005,1476,2,1,3,7,2,97203,50045
103600,6629,1925,1369,2,0,3,6,1,64108,50036
165000,11250,1977,1208,1,1,3,6,2,106363,50049
257500,14442,1957,1839,2,0,3,7,2,96432,50044
140000,9200,1965,1136,1,0,3,5,1,76429,50037
148500,2289,1978,1441,2,1,3,7,2,69607,50038
87000,9600,1900,1774,2,0,4,8,3,62452,50014
109500,9022,1924,792,1,0,2,5,1,62452,50014
128500,9945,1961,988,1,0,3,5,2,62302,50016
143000,8012,1980,923,2,0,2,5,1,92322,50041
173000,2887,1996,1291,1,0,2,6,2,106605,50048
285000,11248,2002,1668,2,0,3,7,3,97203,50045
221000,16770,1998,1839,2,1,4,7,2,150805,50026
207500,5062,1984,2090,2,0,3,6,2,120437,50050
148800,5105,2004,1102,2,1,2,4,2,104653,50046
194700,7577,2005,1362,2,0,2,6,2,138025,50051
141000,4426,2004,848,1,0,1,3,2,97203,50045
755000,21535,1994,4316,3,1,4,10,3,150805,50026
335000,26178,1989,2519,2,1,4,9,2,112753,50047
141500,6120,1936,1539,1,1,3,5,2,65080,50015
176000,13811,1987,1137,2,0,2,5,2,112753,50047
89000,6000,1921,616,1,0,2,4,1,65080,50015
123500,6420,1952,1148,1,0,2,6,1,64108,50036
138500,8450,1965,894,1,0,3,5,1,62302,50016
196000,4282,2004,1391,2,0,2,5,2,104653,50046
312500,14331,2002,1800,2,0,3,7,3,112753,50047
140000,9600,1969,1164,1,1,3,6,2,91626,50043
140000,7630,1900,1812,2,0,4,8,2,62452,50014
213000,8400,2004,1484,2,0,3,7,2,97203,50045
55000,5600,1930,1092,2,0,3,7,0,51360,50017
302000,115149,1971,1824,2,0,2,5,2,106605,50048
254000,6240,2006,1324,2,0,2,6,2,138025,50051
52000,4130,1935,729,1,0,2,5,0,65080,50015
189000,4671,1988,1228,2,0,2,5,2,120437,50050
129000,9873,1970,960,1,0,3,6,2,65080,50015
130500,13517,1976,1479,2,1,3,6,2,62302,50016
165000,10140,1974,1350,2,0,3,7,2,91626,50043
159500,10800,1890,2554,1,1,3,8,2,62452,50014
157000,10000,1973,1178,1,1,3,5,2,91626,50043
341000,10542,1993,2418,2,1,3,9,3,150805,50026
128500,9920,1969,971,1,1,3,5,1,97203,50045
275000,6563,1985,1742,2,0,2,5,2,120437,50050
143000,4426,2004,848,1,0,1,3,2,97203,50045
124500,8120,1970,864,1,0,3,5,2,76429,50037
135000,8172,1954,1470,2,0,4,7,1,64108,50036
320000,13286,2007,1698,2,0,3,8,3,64108,50036
120500,6960,1970,864,1,0,3,5,2,76429,50037
222000,21695,1988,1680,2,0,3,5,2,96432,50044
194500,7314,2007,1232,2,0,2,6,2,97203,50045
103000,6240,1925,1208,1,0,2,5,2,51360,50017
236500,5389,1995,1616,2,0,2,5,2,120437,50050
187500,9590,2003,1146,2,0,3,6,2,112753,50047
222500,11404,1998,2031,2,1,3,8,2,97203,50045
131400,10000,1961,1144,1,0,3,6,1,62302,50016
163000,10800,1914,1768,1,1,2,6,2,62452,50014
93500,8544,1950,1040,2,0,2,6,2,76429,50037
239900,10463,2005,1801,2,1,3,8,3,92380,50040
190000,9313,2004,1728,2,1,3,7,2,97203,50045
142000,6768,1961,912,1,0,3,5,1,62302,50016
179000,8450,2000,1349,2,0,3,6,2,92322,50041
175000,12886,1963,1464,2,0,3,6,2,62302,50016
180000,5395,1993,1337,2,0,2,5,2,120437,50050
299800,8963,1976,2715,3,1,4,11,2,91626,50043
236000,8795,2000,2256,2,1,4,8,2,92380,50040
265979,11700,1880,2640,1,1,4,8,4,62452,50014
260400,10593,1996,1720,2,0,3,7,2,150805,50026
98000,8405,1945,1529,2,0,4,9,1,64108,50036
96500,8800,1910,1140,1,0,3,7,0,62452,50014
162000,7750,2003,1320,2,1,3,6,2,92380,50040
217000,9236,1997,1494,2,0,3,6,2,97203,50045
275500,10240,2005,2098,2,1,3,8,3,138025,50051
156000,7930,1969,1026,1,0,3,5,2,76429,50037
172500,3230,1999,1471,2,1,3,6,2,104653,50046
212000,10769,2007,1768,2,1,3,7,2,97203,50045
179400,2280,1999,1501,2,1,3,6,2,104653,50046
290000,12257,1995,2531,2,1,4,9,3,150805,50026
127500,9100,1959,864,1,0,2,5,1,76429,50037
100000,6911,1924,1301,1,0,2,5,2,65080,50015
215200,8640,2009,1547,2,1,3,7,2,104653,50046
337000,9430,1999,2365,2,1,3,8,3,150805,50026
270000,9549,1995,1494,1,1,2,6,2,106363,50049
196500,10421,1988,1714,2,1,3,7,2,91626,50043
160000,12508,1940,1750,2,0,4,7,1,77061,50039
216837,9100,2004,1836,2,0,3,8,2,97203,50045
538000,53504,2003,3279,3,1,4,12,3,120437,50050
134900,7252,1982,858,1,0,2,5,2,62302,50016
102000,8877,1951,1220,1,0,2,6,2,64108,50036
114500,10150,1958,912,1,0,2,5,1,76429,50037
162000,4500,1998,1204,2,0,2,5,2,77061,50039
142500,13350,1974,894,1,0,3,5,2,62302,50016
144000,8400,1977,2020,2,0,4,10,2,92322,50041
135000,10530,1977,1004,1,0,2,4,2,77061,50039
176000,7875,1995,1253,2,0,3,6,2,92380,50040
175900,7153,1992,1603,2,1,3,7,2,92322,50041
187100,16285,2001,1430,2,0,3,6,2,97203,50045
165500,9101,1978,1110,1,0,1,4,2,77061,50039
128000,6300,1914,1484,2,0,3,9,0,62452,50014
161500,9790,1967,1342,2,0,3,7,2,91626,50043
139000,10800,1915,1652,2,0,4,7,1,62452,50014
233000,10142,2004,2084,2,1,4,8,2,92322,50041
107900,6000,1954,901,1,0,2,4,1,62452,50014
187500,12205,1966,2087,2,1,5,9,2,106605,50048
160200,3182,2005,1145,2,0,2,5,2,92169,50042
146800,11333,1976,1062,1,0,3,5,2,77061,50039
269790,9920,1996,2013,2,1,3,8,2,150805,50026
194500,10832,1994,1895,2,1,3,7,2,92380,50040
171000,8400,1980,1564,2,1,3,7,2,92322,50041
143500,8197,1977,1285,1,1,3,7,2,62302,50016
175000,7200,1937,1768,1,1,3,7,1,66850,50036
200000,12798,1997,1688,2,1,4,8,2,106605,50048
109900,4800,1916,1196,1,0,2,5,2,51360,50017
189000,8199,2005,1456,2,1,3,7,2,97203,50045
135500,9750,1967,980,2,0,3,6,1,76429,50037
223500,21384,1923,1576,1,1,3,6,2,65080,50015
159950,13400,1966,1086,1,0,3,6,2,76429,50037
106000,8100,1898,2138,2,0,2,11,2,62452,50014
181000,10140,1974,1309,1,1,3,5,2,91626,50043
144500,4438,2004,848,1,0,1,4,2,97203,50045
157900,9750,1958,1442,1,1,4,7,1,76429,50037
116000,8248,1918,1250,1,1,3,7,1,64108,50036
224900,12137,1998,1661,2,0,3,6,2,97203,50045
137000,11425,1954,1008,1,0,2,4,1,76429,50037
271000,13265,2002,1689,2,0,3,7,3,77061,50039
155000,8816,1971,1052,1,0,3,6,2,106605,50048
183000,7226,2003,1640,2,1,3,6,2,97203,50045
93000,6000,1953,936,1,0,2,4,2,62452,50014
139500,9900,1940,1489,2,0,3,7,1,66850,50036
109500,6130,1924,784,1,0,2,5,0,65080,50015
189000,8529,2001,1434,2,0,3,6,2,92322,50041
147400,2544,2005,1223,2,1,2,4,2,104653,50046
166000,11900,1957,1392,1,1,3,6,2,76429,50037
151000,3180,2005,1200,2,1,2,4,2,104653,50046
237000,9548,2003,1829,2,1,3,7,2,97203,50045
167000,10004,1964,1516,1,1,3,6,2,76429,50037
139950,7875,1961,1144,1,0,3,6,2,76429,50037
128000,9600,1950,1067,2,0,2,4,2,62302,50016
153500,8100,1948,1559,1,0,2,5,2,62452,50014
100000,1680,1973,987,1,1,2,5,1,57629,50011
144000,9525,1995,1099,1,1,3,6,1,97203,50045
130500,11767,1946,1200,1,0,3,6,1,64108,50036
140000,12155,1925,1482,2,0,4,7,1,66850,50036
157500,10440,1904,1539,2,0,3,8,2,62452,50014
174900,9020,1966,1165,1,1,3,6,2,76429,50037
141000,8000,1961,1800,2,0,6,10,0,76429,50037
153900,12665,1915,1416,1,1,4,7,3,62452,50014
171000,16647,1975,1701,2,0,3,6,2,62302,50016
213000,9317,1993,1775,2,1,3,7,2,92322,50041
133500,15523,1972,864,1,0,3,5,1,97203,50045
240000,45600,1908,2358,3,0,5,10,2,106605,50048
187000,9600,1976,1855,2,1,3,7,2,106363,50049
131500,4435,2003,848,1,0,1,3,2,97203,50045
215000,3196,2003,1456,2,0,2,7,2,92169,50042
164000,7128,1941,1646,2,0,4,7,1,96432,50044
158000,12095,1964,1445,1,1,3,7,2,76429,50037
127000,6897,1962,1040,1,1,3,6,1,62302,50016
147000,10970,1978,1026,1,0,3,5,2,97203,50045
174000,8125,1994,1481,2,1,3,6,2,92380,50040
250000,11029,1968,2654,2,1,4,9,2,91626,50043
189950,7642,1918,1426,1,1,3,7,1,96432,50044
131500,11625,1965,1039,1,1,3,6,2,62302,50016
152000,9672,1984,1097,2,0,3,6,2,92322,50041
132500,7931,1959,1148,1,0,3,6,1,76429,50037
148500,8750,1970,1002,1,0,3,5,2,76429,50037
129000,6970,1961,1120,1,1,3,5,2,62302,50016
169000,14762,1948,2320,2,0,2,7,2,92380,50040
236000,9938,1993,1949,2,1,3,8,2,92322,50041
109500,6600,1962,894,1,0,2,5,1,76429,50037
200500,8750,1998,1682,2,1,3,7,2,97203,50045
116000,8892,1953,910,1,0,3,5,2,76429,50037
133000,12144,1949,1268,1,0,3,6,1,76429,50037
132250,25286,1963,1040,1,0,3,5,2,77061,50039
350000,8834,2004,2224,2,1,4,10,3,138025,50051
148000,11782,1961,1155,1,0,3,6,2,62302,50016
136500,7000,1978,864,1,0,3,6,1,97203,50045
157000,7024,2005,1090,1,1,2,5,2,64108,50036
187500,13758,1990,1717,2,1,3,7,2,112753,50047
178000,9636,1992,1593,2,1,3,7,2,92380,50040
118500,6204,1912,2230,1,0,5,10,1,66850,50036
100000,7150,1967,892,1,0,3,5,1,76429,50037
135500,16466,1955,1393,1,1,3,8,1,64108,50036
268000,15865,1970,2217,2,0,4,8,2,76429,50037
149500,12160,1953,1505,1,0,2,6,2,76429,50037
122900,8064,1949,924,1,0,3,6,2,76429,50037
172500,11184,1978,1683,2,1,3,7,2,62302,50016
154500,8414,1963,1068,1,0,3,6,1,62302,50016
165000,13284,1954,1383,1,0,3,6,1,62302,50016
140000,7056,1963,1796,1,1,4,8,2,76429,50037
135000,6993,1961,1236,1,0,3,6,1,62302,50016
110000,7340,1971,858,1,0,2,4,1,76429,50037
153000,8712,1957,1306,1,0,2,5,1,76429,50037
180000,7875,2003,1509,2,1,3,8,2,92380,50040
125500,6173,1967,902,1,0,3,6,1,62302,50016
128000,9920,1954,1063,1,0,3,6,1,76429,50037
255000,13501,2006,1636,2,0,3,8,3,104653,50046
250000,11500,1936,2057,1,1,3,6,1,96432,50044
131000,8885,1983,902,1,0,2,5,2,77061,50039
174000,12589,2005,1484,2,1,3,8,2,92380,50040
154300,11600,1960,2274,2,0,5,12,2,76429,50037
143500,9286,1977,1268,1,1,3,5,1,97203,50045
145000,6270,1949,2002,2,0,4,8,3,96432,50044
75000,2001,1970,1092,1,1,3,6,1,53958,50010
135000,17140,1956,1229,1,0,3,6,1,64108,50036
238000,13125,1991,2127,2,1,4,8,3,92322,50041
176500,11029,1958,1414,1,0,3,6,2,76429,50037
201000,8462,1994,1721,2,1,3,7,2,92322,50041
145900,8777,1900,2200,2,2,4,9,0,64108,50036
193000,8012,1993,1617,2,0,2,5,2,92322,50041
207500,10240,1980,1686,2,0,3,7,2,91626,50043
285000,11999,2003,2374,2,1,4,10,3,138025,50051
176000,9900,1968,1978,2,1,4,9,2,91626,50043
236500,11838,2001,1788,2,0,3,7,2,97203,50045
222000,13006,1997,2236,2,1,4,8,2,92380,50040
201000,8925,2007,1466,2,0,3,7,3,112753,50047
117500,9100,1965,925,1,0,2,5,1,76429,50037
320000,11670,2006,1905,2,0,3,8,3,104653,50046
190000,8487,2004,1500,2,0,3,6,2,97203,50045
242000,27650,1960,2069,2,0,4,9,2,76429,50037
79900,5825,1926,747,1,0,1,5,2,65080,50015
184900,10083,2003,1200,2,0,2,5,2,92322,50041
253000,9675,2005,1971,2,1,3,8,2,104653,50046
244400,24090,1940,2403,2,0,4,10,1,106605,50048
150900,12640,1976,1728,2,0,4,8,2,77061,50039
214000,8755,1999,2060,2,1,3,8,2,92380,50040
143000,25000,1967,1632,2,0,4,8,2,77061,50039
124900,8820,1890,1869,1,0,2,7,2,62452,50014
143000,8163,1959,1144,1,0,3,6,1,76429,50037
270000,14536,2002,1629,2,0,3,9,3,112753,50047
192500,14006,2002,1776,2,1,3,7,2,97203,50045
197500,9360,1972,1381,1,1,3,5,2,91626,50043
129000,7200,1950,864,1,0,3,5,2,76429,50037
133900,7200,1972,768,1,0,2,5,1,97203,50045
172000,11075,1969,1968,2,1,4,7,2,77061,50039
145000,7136,1946,1958,2,0,4,8,2,96432,50044
124000,1300,1980,1229,1,1,2,5,2,75933,50017
132000,7420,1962,1057,1,0,3,6,2,62302,50016
185000,8450,2003,1337,2,0,3,6,2,97203,50045
155000,2572,1999,1416,2,1,3,6,2,104653,50046
116500,7207,1958,858,1,0,2,4,0,65080,50015
272000,12227,1977,2872,2,1,4,11,2,91626,50043
155000,2308,1976,1548,2,1,3,7,2,69607,50038
239000,11923,2007,1800,2,0,2,7,2,97203,50045
214900,11316,2002,1894,2,1,4,8,2,112753,50047
160000,9600,1940,1308,1,1,2,7,1,96432,50044
135000,7390,1955,1098,1,0,3,6,1,76429,50037
140000,10382,1958,1095,1,0,2,6,1,76429,50037
173000,2268,2003,1626,2,0,2,6,2,138025,50051
99500,7892,1979,918,2,0,2,5,1,92322,50041
167500,11414,1910,2019,1,0,3,8,2,65080,50015
165000,2651,2000,1382,2,1,3,6,2,104653,50046
85500,5900,1923,869,1,0,2,4,0,65080,50015
139000,8816,1963,1121,1,0,3,5,2,62302,50016
178400,12122,1961,999,1,0,3,6,2,76429,50037
336000,12203,1998,2612,2,1,4,8,3,150805,50026
159895,3182,2007,1266,2,0,2,6,2,92169,50042
255900,11250,2002,2290,2,1,4,9,2,97203,50045
126000,10125,1977,1734,2,0,4,8,2,77061,50039
125000,10880,1950,1164,1,0,3,5,1,64108,50036
117000,5310,1910,1635,1,0,2,5,1,62452,50014
195000,12046,1976,2030,2,1,4,8,2,91626,50043
348000,9452,1997,2392,2,1,3,7,3,150805,50026
168000,17671,1882,1742,1,1,4,8,2,62452,50014
187000,9760,1964,1851,2,1,3,7,2,76429,50037
337500,12456,2006,1718,2,0,3,7,3,138025,50051
136500,10659,1961,1050,1,0,3,6,1,76429,50037
185000,11717,1970,1442,2,0,2,6,2,91626,50043
91000,9786,1922,1077,1,0,3,6,1,51360,50017
206000,6762,2006,1208,2,0,2,6,2,97203,50045
82000,10206,1952,944,1,0,2,4,2,64108,50036
232000,11957,2006,1574,2,0,3,7,3,104653,50046
136905,11500,1976,1680,2,0,4,8,2,91626,50043
181000,3182,2005,1504,2,0,1,7,2,92169,50042
149900,8385,1977,985,2,0,3,6,1,97203,50045
163500,12155,1970,1657,2,0,3,7,2,76429,50037
88000,2217,1970,1092,1,1,3,6,1,53958,50010
240000,12118,2004,1710,2,0,3,7,2,77061,50039
102000,6000,1926,1522,2,0,4,7,0,66850,50036
135000,21286,1948,1271,2,0,4,7,1,62302,50016
100000,9825,1965,1664,2,0,4,8,0,64108,50036
165000,10592,1923,1502,1,1,3,7,1,96432,50044
85000,7200,1910,1022,1,0,2,4,1,62452,50014
119200,11664,1948,1082,1,0,2,5,1,76429,50037
227000,8400,2001,1665,2,1,3,6,2,91626,50043
203000,11883,1996,1504,2,0,3,6,2,97203,50045
160000,10784,1991,1472,2,1,3,7,2,92380,50040
213490,3013,2005,1506,2,0,2,6,2,92169,50042
176000,7024,2005,1132,1,1,2,5,2,64108,50036
87000,9439,1930,1248,1,0,2,6,1,62452,50014
191000,3182,2005,1504,2,0,2,7,2,92169,50042
112500,7700,1972,882,1,0,3,5,2,97203,50045
167500,9300,1960,1264,1,0,3,6,2,76429,50037
105000,9492,1941,1376,1,0,3,6,1,76429,50037
118000,1680,1972,1218,1,1,3,7,1,57629,50011
160000,7082,1916,1928,2,0,5,10,0,66850,50036
197000,15863,1920,3082,2,1,5,12,2,66850,50036
230000,8125,2002,1654,2,0,3,6,3,97203,50045
119750,6305,1938,954,1,0,2,5,1,96432,50044
84000,11500,1957,845,1,0,3,5,1,64108,50036
315500,12898,2007,1620,2,0,2,6,3,112753,50047
287000,9240,2001,2263,2,1,3,7,2,97203,50045
97000,1533,1970,1344,1,1,3,6,0,53958,50010
80000,1477,1970,630,1,0,1,3,1,53958,50010
155000,13125,1957,1803,2,0,3,8,2,62302,50016
173000,9130,1966,1632,1,1,4,7,2,91626,50043
196000,5381,2005,1306,2,0,1,5,2,138025,50051
262280,11839,1990,2329,2,1,4,10,2,92322,50041
278000,9600,1981,2524,2,1,4,9,2,91626,50043
139600,13680,1955,1733,2,0,4,8,2,64108,50036
145000,9245,1994,990,1,0,3,5,2,97203,50045
115000,21750,1960,1771,1,0,3,9,2,77061,50039
165000,9500,1964,1977,1,1,4,9,2,76429,50037
144500,8562,1957,1526,1,0,4,7,1,64108,50036
255000,11367,2002,1989,2,1,3,7,2,97203,50045
185850,7052,2005,1364,2,0,2,6,2,138025,50051
248000,29959,1994,1850,2,1,3,7,2,150805,50026
335000,11308,2008,2184,2,1,3,10,3,138025,50051
220000,11275,1932,1991,1,1,3,7,2,96432,50044
213500,4920,2001,1338,2,0,2,6,2,120437,50050
81000,18000,1935,894,1,0,2,6,3,51360,50017
90000,13600,1900,2337,2,0,5,10,2,62452,50014
110500,6000,1925,1103,1,0,2,5,2,62452,50014
154000,11000,1966,1154,1,1,3,6,2,76429,50037
328000,14000,1996,2260,2,1,3,7,2,106605,50048
178000,7837,1993,1571,2,1,3,7,2,92380,50040
167900,9760,1964,1611,1,1,4,7,2,76429,50037
151400,3964,1973,2521,2,1,5,10,2,53958,50010
135000,9600,1949,893,1,0,2,4,2,76429,50037
135000,10152,1956,1048,1,0,3,6,1,76429,50037
154000,11700,1968,1556,1,1,4,8,2,91626,50043
91500,7585,1948,1456,1,0,4,7,1,64108,50036
159500,7950,1977,1426,1,1,3,6,2,64108,50036
194000,8556,2006,1240,2,0,2,5,3,97203,50045
219500,13125,1940,1740,1,1,3,6,1,96432,50044
170000,10800,1936,1466,2,0,3,7,2,62452,50014
155900,4435,2004,848,1,0,1,3,2,97203,50045
126000,8775,1994,990,1,0,3,5,1,97203,50045
133000,7500,1963,1040,1,1,3,5,1,62302,50016
192000,8749,2002,1459,2,0,3,6,2,97203,50045
160000,8800,1964,1251,1,0,3,6,1,76429,50037
187500,13031,1995,1498,2,1,3,6,2,92380,50040
147000,9069,1992,996,1,0,2,5,2,92322,50041
83500,1974,1973,1092,1,1,3,6,1,53958,50010
252000,10574,2005,1953,2,1,3,9,3,104653,50046
137500,2522,2004,1709,2,0,3,7,2,64108,50036
197000,3316,2005,1247,1,1,1,4,2,104653,50046
92900,8544,1950,1040,2,0,2,6,2,76429,50037
160000,2160,1999,1252,2,1,2,4,2,104653,50046
136500,8400,1925,1694,2,0,4,7,2,66850,50036
146000,9230,1965,1200,1,1,1,6,2,76429,50037
129000,5868,1956,936,1,0,2,4,1,76429,50037
176432,9317,2006,1314,2,0,3,6,2,97203,50045
127000,6882,1914,1355,1,1,3,7,0,51360,50017
170000,3696,1986,1088,1,1,2,5,2,120437,50050
128000,6000,1936,1324,1,0,3,6,1,65080,50015
60000,8400,1920,438,1,0,1,3,1,66850,50036
119500,9758,1971,950,1,0,3,5,1,76429,50037
159500,8910,1959,1194,1,0,3,6,2,76429,50037
106000,2016,1970,1302,2,1,3,6,2,57629,50011
325000,12256,1994,2622,2,1,3,9,2,150805,50026
179900,10357,1990,1442,2,0,3,6,2,92322,50041
280000,11362,2004,1836,2,0,3,7,3,138025,50051
188000,8000,1995,1658,2,1,3,8,2,92380,50040
205000,10480,1976,1964,2,1,4,8,2,91626,50043
129900,7100,1957,816,1,0,2,5,1,76429,50037
134500,8923,1953,1008,1,0,2,6,1,76429,50037
117000,5400,1954,833,1,0,2,4,1,62452,50014
184100,7750,2002,1419,2,1,3,7,2,92380,50040
130000,9764,1967,894,1,0,3,5,2,62302,50016
140000,13825,1958,1601,1,0,3,6,1,62302,50016
133700,7560,1959,1040,1,0,3,6,1,76429,50037
118400,8263,1920,1012,1,0,2,6,1,51360,50017
118000,9405,1947,698,1,0,2,4,0,64108,50036
163900,9125,1992,1482,2,1,3,7,2,92380,50040
115000,10434,1955,1005,1,0,2,5,2,76429,50037
174000,3684,2007,1555,2,0,2,7,3,92169,50042
215000,11796,2004,1959,2,1,4,8,2,92380,50040
140000,7200,1980,936,1,0,2,4,2,62452,50014
135000,7804,1928,1981,2,0,4,7,2,66850,50036
117500,9900,1880,2210,2,0,5,8,1,62452,50014
239500,9828,1995,2020,2,1,3,8,2,92322,50041
169000,8773,1997,1600,2,1,3,7,2,92380,50040
102000,6180,1926,986,1,0,2,5,1,65080,50015
94000,6342,1875,1020,1,0,2,6,0,62302,50016
196000,9819,1977,1567,2,0,2,5,2,77061,50039
144000,8731,1920,1167,1,0,3,6,2,65080,50015
197500,10304,1976,1868,2,1,4,9,2,91626,50043
80000,9000,1959,1006,1,0,3,5,0,62302,50016
80000,12180,1941,924,1,0,2,5,1,64108,50036
180000,11200,1985,1298,2,0,3,5,2,92322,50041
174500,12000,1941,1564,1,1,3,7,1,96432,50044
116900,5700,1926,1111,1,0,2,5,1,62452,50014
143000,9000,1920,1482,1,0,3,7,2,62452,50014
124000,8280,1950,932,1,0,2,4,1,76429,50037
149900,17755,1959,1466,1,1,3,6,2,64108,50036
120500,5890,1930,816,1,0,2,5,1,51360,50017
201800,13700,1965,1820,1,2,4,8,2,76429,50037
218000,10768,1976,1437,2,0,3,6,2,106363,50049
179900,9350,1965,1265,2,0,3,6,2,76429,50037
230000,5001,2007,1314,2,0,2,6,2,138025,50051
185000,9120,1974,1876,2,1,4,8,2,91626,50043
146000,2280,1978,1456,2,1,3,7,2,69607,50038
224000,14778,1954,1640,1,0,3,7,2,96432,50044
129000,8724,1968,894,1,0,3,5,2,62302,50016
194000,16157,1978,1432,1,1,2,5,2,106363,50049
245350,10475,2008,1694,2,0,3,7,3,97203,50045
173000,10852,2000,1671,2,1,3,7,2,92380,50040
235000,13728,1935,2108,2,0,4,7,2,64108,50036
625000,35760,1995,3627,3,1,4,10,3,150805,50026
171000,9880,1977,1118,1,0,3,6,1,77061,50039
163000,9120,1958,1261,1,0,3,6,2,76429,50037
171900,4017,2006,1250,2,1,2,5,2,104653,50046
200500,18030,1946,3086,3,0,3,12,0,106605,50048
239000,16560,1932,2345,2,1,4,9,2,96432,50044
285000,10678,1992,2872,2,1,4,9,2,150805,50026
119500,6951,1984,923,1,0,3,5,1,77061,50039
115000,3950,1926,1224,1,0,3,5,1,62452,50014
154900,7681,1921,1343,1,1,3,7,1,96432,50044
93000,8335,1954,1124,1,0,3,5,0,64108,50036
250000,11170,1990,2514,2,1,4,8,2,112753,50047
120000,10800,1920,1130,1,0,2,5,2,62452,50014
186700,35133,1963,1572,1,1,3,5,3,112753,50047
104900,9738,1924,1221,1,0,4,7,1,64108,50036
262000,12461,1994,1624,2,0,2,5,3,150805,50026
195000,8935,2002,1660,2,1,3,7,2,97203,50045
189000,7500,1999,1804,2,1,3,7,2,92380,50040
168000,32463,1961,1622,1,0,3,7,4,77061,50039
174000,2645,1999,1441,2,1,2,5,2,104653,50046
125000,9600,1925,1472,1,0,3,6,1,62452,50014
165000,4500,1999,1224,2,0,2,5,2,77061,50039
158000,9364,1969,1352,1,1,4,7,1,62302,50016
176000,8029,2005,1456,2,1,3,8,2,92380,50040
144000,8850,1916,1690,1,0,3,7,1,62452,50014
178000,9100,2001,1212,2,0,3,6,2,97203,50045
148000,11235,1963,1382,1,1,3,6,2,62302,50016
197900,10400,1998,1779,2,1,3,6,2,97203,50045
117000,6000,1925,1348,1,0,3,5,1,65080,50015
213000,9750,2000,1630,2,0,3,6,2,97203,50045
153500,10140,1975,1074,1,1,3,6,2,91626,50043
271900,14684,1990,2196,2,0,3,7,3,92322,50041
107000,8900,1966,1056,1,0,2,5,1,92322,50041
200000,9135,2003,1700,2,0,3,7,2,97203,50045
140000,7763,1962,1283,1,0,3,6,2,76429,50037
189000,11218,1992,1845,2,1,3,8,2,92322,50041
164000,12134,1988,1752,2,0,4,8,2,92380,50040
113000,9340,1941,672,1,0,2,4,1,64108,50036
145000,10246,1965,960,0,0,0,3,1,62302,50016
134500,10205,1962,999,1,0,3,6,1,76429,50037
125000,7094,1966,894,1,0,3,5,1,62302,50016
112000,8930,1978,1902,2,0,4,8,2,62302,50016
80500,6240,1947,912,1,0,2,3,0,65080,50015
134000,8250,1968,1211,1,0,3,5,1,62302,50016
143000,10496,1949,1846,2,0,3,7,1,76429,50037
